id;geom;geom_text;u;v;key;osmid;lanes;name;highway;oneway;reversed;length;maxspeed;speed_kph
237217;x1;LINESTRING(14.5081882 50.1105192,14.5082963 50.1105206,14.5095097 50.1105279,14.5096134 50.1105274,14.5098674 50.1105184);240459775;1564214256;x5;x6;x7;x8;secondary;x10;x11;x12;0;58
237317;x1;LINESTRING(14.5841207 50.1472533,14.5821419 50.1459517);240831482;241778726;x5;x6;x7;x8;secondary;x10;x11;x12;0;58
237446;x1;LINESTRING(14.5609269 50.1328712,14.5610514 50.1328503,14.5611149 50.1328396,14.5612436 50.1328345,14.5613791 50.1328393,14.5615898 50.1328787,14.5618422 50.1329607,14.5622518 50.1331022,14.5629642 50.133184,14.5641267 50.1332132,14.5647061 50.1332279,14.5652373 50.1332726);241780809;241780833;x5;x6;x7;x8;['track', 'residential'];x10;x11;x12;0;42
237461;x1;LINESTRING(14.5310622 50.0761232,14.5308862 50.0761916,14.5306053 50.0762902,14.5303755 50.076368,14.5300527 50.0764726,14.5298135 50.0765438,14.5295801 50.0766112,14.5293492 50.0766745,14.52912 50.0767338,14.5288775 50.0767928,14.5286458 50.0768459,14.5283995 50.0768997,14.5281664 50.0769468,14.5279243 50.0769915,14.5277787 50.0770179,14.5275518 50.0770566,14.5273096 50.0770951,14.5270606 50.0771312,14.5268124 50.0771629,14.526569 50.0771925,14.5264365 50.0772067);242761105;2047978511;x5;x6;x7;x8;secondary;x10;x11;x12;50;50
237731;x1;LINESTRING(14.3552269 49.9823783,14.3547158 49.9822919,14.3544739 49.982225,14.3536953 49.9819941,14.3534913 49.9819336);243273214;1143340750;x5;x6;x7;x8;secondary;x10;x11;x12;0;58
237806;x1;LINESTRING(14.3501856 50.0469628,14.3504312 50.0471004,14.3508845 50.0473767,14.3514325 50.047802,14.3522449 50.0484983,14.352338 50.048583,14.3526201 50.0488376,14.3526477 50.0488608,14.3526799 50.0488928,14.3528303 50.0490107);243297918;21678247;x5;x6;x7;x8;secondary;x10;x11;x12;50;50
238052;x1;LINESTRING(14.6045649 50.0297531,14.6039678 50.0296236);243518635;1284006139;x5;x6;x7;x8;secondary;x10;x11;x12;40;40
238054;x1;LINESTRING(14.6045649 50.0297531,14.6048155 50.0298151,14.6050334 50.0298734);243518635;7080854;x5;x6;x7;x8;secondary;x10;x11;x12;40;40
238432;x1;LINESTRING(14.3422789 50.0523383,14.3411331 50.0522274,14.3408493 50.0522873,14.3405562 50.0524828);243899836;2520741749;x5;x6;x7;x8;['residential', 'service'];x10;x11;x12;30;30
238440;x1;LINESTRING(14.3423909 50.0546463,14.3425047 50.0546562);243899846;1139718227;x5;x6;x7;x8;primary;x10;x11;x12;0;62
238471;x1;LINESTRING(14.3783958 49.9750347,14.3784353 49.9750974,14.3785152 49.9752241,14.3787148 49.9753567,14.3788505 49.9754192,14.3790428 49.9754748,14.3791308 49.9754913);243901254;243901256;x5;x6;x7;x8;trunk_link;x10;x11;x12;0;69
238481;x1;LINESTRING(14.3798481 49.9751888,14.3802921 49.9755627,14.3805676 49.9757909,14.3809523 49.9760674,14.3817319 49.9766113);243901519;2460108298;x5;x6;x7;x8;trunk;x10;x11;x12;50;50
238631;x1;LINESTRING(14.4730517 50.0787368,14.4730364 50.0787726,14.4730228 50.0788047,14.4730127 50.078828,14.4728718 50.0791857,14.4721687 50.0809494);244015437;3374602619;x5;x6;x7;x8;secondary;x10;x11;x12;0;58
238878;x1;LINESTRING(14.5266122 50.0932946,14.5259917 50.0933839,14.5256595 50.0934317,14.5252349 50.0934929,14.524793 50.0935383,14.5245321 50.0935492,14.5241436 50.0935443);244211332;475044909;x5;x6;x7;x8;primary;x10;x11;x12;50;50
239234;x1;LINESTRING(14.3858292 50.1289425,14.3876919 50.1286073);244252492;2686799608;x5;x6;x7;x8;secondary;x10;x11;x12;50;50
239912;x1;LINESTRING(14.2436776 50.1384938,14.2436425 50.1384568,14.2435893 50.1384006);244510956;244510997;x5;x6;x7;x8;motorway_link;x10;x11;x12;0;98
239932;x1;LINESTRING(14.2435434 50.1377971,14.2434758 50.1377736,14.2433836 50.1377622,14.2433028 50.1377832,14.243041 50.1378948,14.2428666 50.1378971);244511001;244511004;x5;x6;x7;x8;motorway_link;x10;x11;x12;0;98
240022;x1;LINESTRING(14.3265824 50.1385692,14.3264834 50.1387195,14.3264658 50.1388784,14.3264195 50.1390043,14.3262886 50.139151,14.3261756 50.1392243,14.3260347 50.1392739,14.3257963 50.1392917,14.3255763 50.1392976,14.3253029 50.1393562,14.3250294 50.1394386,14.3248526 50.139514,14.3246758 50.1395472,14.3244712 50.1395805,14.3241525 50.1396054);244514013;387154467;x5;x6;x7;x8;['residential', 'service'];x10;x11;x12;0;41
240066;x1;LINESTRING(14.2924015 50.1332235,14.2925477 50.1331668,14.292895 50.1331574,14.2939572 50.1331725,14.2943023 50.1330821,14.2951391 50.1330044,14.2974923 50.1324857,14.2978651 50.1324425);244514071;25314364;x5;x6;x7;x8;['track', 'residential'];x10;x11;x12;0;42
240278;x1;LINESTRING(14.5052946 50.1431596,14.5053662 50.1436579);245367540;312225937;x5;x6;x7;x8;secondary;x10;x11;x12;0;58
240279;x1;LINESTRING(14.5052946 50.1431596,14.505255 50.142885);245367540;5159289388;x5;x6;x7;x8;secondary;x10;x11;x12;0;58
240282;x1;LINESTRING(14.504312 50.14211,14.5037166 50.1418972,14.5034632 50.1417944,14.5031762 50.1416641,14.5028355 50.1415012);245367568;89979128;x5;x6;x7;x8;secondary;x10;x11;x12;50;50
240283;x1;LINESTRING(14.5051305 50.1416708,14.5051103 50.1414951,14.5050286 50.14123,14.5049782 50.1408178);245367821;89956524;x5;x6;x7;x8;secondary;x10;x11;x12;0;58
240836;x1;LINESTRING(14.5247933 50.0491349,14.5245966 50.0492743,14.524225 50.0493243);245567943;6494220399;x5;x6;x7;x8;['residential', 'service'];x10;x11;x12;30;30
241053;x1;LINESTRING(14.5337456 50.0349948,14.5338527 50.0349491);245574969;470483823;x5;x6;x7;x8;secondary;x10;x11;x12;50;50
242165;x1;LINESTRING(14.5767385 50.140573,14.577405 50.1409009,14.5774908 50.1409581,14.5775485 50.1410015);246541784;1757599522;x5;x6;x7;x8;secondary;x10;x11;x12;50;50
242306;x1;LINESTRING(14.3479834 50.0513561,14.3479759 50.0514109,14.3479407 50.0514986,14.3478581 50.0515382,14.3477371 50.051536,14.3474041 50.0515081,14.3468798 50.0514635,14.3463735 50.0514204,14.3459113 50.051381,14.3458645 50.0513719,14.3458244 50.0513472,14.3457929 50.0512898,14.3457885 50.0512188,14.3457987 50.0511577);246636956;246636978;x5;x6;x7;x8;['residential', 'service'];x10;x11;x12;30;30
243151;x1;LINESTRING(14.4479886 50.1150039,14.4478211 50.1149442,14.4477226 50.1149134,14.4476741 50.1149082,14.4476082 50.1149103,14.4473108 50.1149321);248178398;8420831693;x5;x6;x7;x8;primary_link;x10;x11;x12;50;50
243156;x1;LINESTRING(14.4425451 50.1147083,14.4416191 50.1145896,14.4411112 50.1145279,14.4406831 50.1144774,14.4403654 50.1144415,14.4398727 50.1143875,14.4393784 50.1143353,14.4384521 50.1142381,14.4380383 50.1141907);248179446;1902901631;x5;x6;x7;x8;trunk;x10;x11;x12;70;70
243191;x1;LINESTRING(14.2915328 50.0523085,14.2914822 50.0523683);248213471;21298910;x5;x6;x7;x8;secondary;x10;x11;x12;50;50
243324;x1;LINESTRING(14.3989748 49.984292,14.3985862 49.9845024,14.3983964 49.9846088,14.3983246 49.9846533,14.3982462 49.9847105,14.3981842 49.9847608,14.3981304 49.9848113,14.3980552 49.9849002,14.3979961 49.9849888,14.3979572 49.9850638,14.3979096 49.9851888);248763242;6045854238;x5;x6;x7;x8;['motorway_link', 'trunk_link'];x10;x11;x12;90;90
243637;x1;LINESTRING(14.4813609 49.9792363,14.4819876 49.9790015,14.482065 49.9789706,14.4821381 49.9789378,14.4822124 49.978902,14.4822768 49.9788676,14.482333 49.978834,14.482389 49.9787973,14.4824351 49.9787615,14.4825178 49.9786857,14.4825732 49.9786184,14.4826017 49.9785795,14.4826276 49.9785373,14.4826469 49.9784985,14.4826638 49.9784541,14.4826768 49.9784123,14.4826846 49.9783568,14.4826845 49.9783109,14.4826792 49.9782498,14.4826673 49.9781903,14.4826542 49.9781461,14.4826342 49.9781031,14.4826075 49.978055,14.4825816 49.9780135,14.4825465 49.9779646,14.4825139 49.9779302,14.4824779 49.9778939,14.4824384 49.9778584,14.4823871 49.9778211,14.4823284 49.9777814,14.4822782 49.9777515,14.4822279 49.9777251,14.4821626 49.9776952,14.4820931 49.977665,14.4820319 49.9776422,14.4819516 49.9776203);250835625;8592295387;x5;x6;x7;x8;motorway_link;x10;x11;x12;0;98
245146;x1;LINESTRING(14.5131533 50.0974589,14.5123528 50.0970413,14.5122158 50.0969591,14.5121031 50.0968649,14.5120031 50.0967674,14.5119509 50.0967368,14.5119819 50.0965655,14.5120069 50.0963963,14.5120261 50.0963382);256598624;316719650;x5;x6;x7;x8;['residential', 'service'];x10;x11;x12;0;41
245149;x1;LINESTRING(14.5138457 50.0977446,14.5139673 50.0977798,14.5141 50.0978182,14.5142864 50.0978606,14.5144735 50.0979007,14.5146377 50.0979224);256598627;316719758;x5;x6;x7;x8;['track', 'residential'];x10;x11;x12;0;42
245173;x1;LINESTRING(14.5740905 50.0813678,14.5741078 50.0812264,14.5741753 50.0806734,14.5737998 50.0806794,14.5730303 50.0806973,14.5727464 50.0807232,14.5725711 50.080773);256610710;1757589068;x5;x6;x7;x8;['residential', 'service'];x10;x11;x12;0;41
245354;x1;LINESTRING(14.5515966 49.97488,14.5513967 49.9747813);257522416;32635683;x5;x6;x7;x8;secondary;x10;x11;x12;0;58
245574;x1;LINESTRING(14.5219199 50.0379104,14.5231306 50.0374443);257801143;301624927;x5;x6;x7;x8;secondary;x10;x11;x12;50;50
245576;x1;LINESTRING(14.5219199 50.0379104,14.5212816 50.0381441,14.5210093 50.0382432);257801143;5138407492;x5;x6;x7;x8;secondary;x10;x11;x12;50;50
246012;x1;LINESTRING(14.5453918 50.0898806,14.5461257 50.0895796,14.5469736 50.0893441,14.5469984 50.0893303,14.5470601 50.0892959,14.5471538 50.0892437);262614247;262614302;x5;x6;x7;x8;primary_link;x10;x11;x12;30;30
246026;x1;LINESTRING(14.5471704 50.0750159,14.5472597 50.0750244,14.5473396 50.0750356,14.5474156 50.0750527,14.5474886 50.0750766,14.5486786 50.0755792,14.5487314 50.0756105,14.5487581 50.0756371,14.548776 50.0756627,14.5487881 50.0756869,14.5487983 50.0757229,14.5488024 50.0757563,14.5487971 50.0757836,14.5487866 50.0758153,14.5487551 50.0758598);262623512;2980969998;x5;x6;x7;x8;['trunk_link', 'unclassified'];x10;x11;x12;30;30
246177;x1;LINESTRING(14.4769686 50.1222999,14.4760441 50.1216439,14.4756275 50.12135,14.4749302 50.1208725,14.4738887 50.1201974,14.4731809 50.1197676,14.4725227 50.1193835,14.4722387 50.1192343,14.4720155 50.119116,14.4718246 50.1190148,14.4711985 50.11873,14.4706913 50.1185258,14.4702679 50.1183694,14.4700903 50.118313,14.46989 50.1182521,14.4695177 50.1181404);265742795;21384554;x5;x6;x7;x8;['primary', 'trunk'];x10;x11;x12;0;65
246582;x1;LINESTRING(14.4320829 50.0549441,14.4320329 50.0550198,14.4313828 50.0553398,14.4312994 50.0553523,14.430783 50.0555846,14.4305983 50.0556738,14.430562 50.0557254,14.430845 50.0560564);266942384;3392393211;x5;x6;x7;x8;['residential', 'service'];x10;x11;x12;30;30
246798;x1;LINESTRING(14.3932743 50.1333161,14.3930359 50.1335525,14.3927132 50.1338505,14.3922456 50.1341956,14.3920595 50.1343499,14.391782 50.1346702);267409685;364479842;x5;x6;x7;x8;secondary;x10;x11;x12;0;58
247014;x1;LINESTRING(14.4090229 49.9892449,14.4089768 49.989178,14.4084177 49.9883671,14.406504 49.9855911,14.4063668 49.9853878,14.4062771 49.9852549,14.4061852 49.9850991,14.406147 49.9849745);267841715;32881079;x5;x6;x7;x8;secondary;x10;x11;x12;0;58
247310;x1;LINESTRING(14.459702 50.1132,14.4595419 50.1132678,14.459364 50.1133335,14.45917 50.1133977,14.4589083 50.1134645,14.4587019 50.1135087,14.4583548 50.1135778,14.4580774 50.1136253,14.4575385 50.1136875,14.4570472 50.1137227,14.4565445 50.1137399,14.4553263 50.1137235,14.4536533 50.1136858,14.4523983 50.1136979,14.4514193 50.1137394,14.4510398 50.1137578,14.4507442 50.1137775);269323300;248179181;x5;x6;x7;x8;primary;x10;x11;x12;50;50
247654;x1;LINESTRING(14.4293988 50.0715831,14.4294397 50.0711722,14.4294542 50.0708773,14.4294565 50.0708356,14.4294615 50.0707297);271023472;25936149;x5;x6;x7;x8;primary;x10;x11;x12;50;50
248721;x1;LINESTRING(14.4104341 49.9924671,14.4104525 49.9924305);277483559;7201607640;x5;x6;x7;x8;secondary;x10;x11;x12;0;58
249327;x1;LINESTRING(14.5948147 50.1125163,14.5947311 50.112501,14.5942887 50.1123841);280810288;27084077;x5;x6;x7;x8;secondary;x10;x11;x12;0;58
249417;x1;LINESTRING(14.595572 50.1125755,14.5967779 50.1126199,14.597268 50.1126611,14.5974158 50.1126862);281188733;280810446;x5;x6;x7;x8;secondary;x10;x11;x12;0;58
249454;x1;LINESTRING(14.6197956 50.1165437,14.621327 50.1168022,14.6219405 50.1169058);281194267;2075014180;x5;x6;x7;x8;secondary;x10;x11;x12;0;58
249605;x1;LINESTRING(14.537942 50.0810447,14.5379261 50.0806947);281868403;8680819019;x5;x6;x7;x8;primary;x10;x11;x12;50;50
249865;x1;LINESTRING(14.4587888 50.0377499,14.4587059 50.0377662,14.4582779 50.0378757,14.4581483 50.0379008,14.4578015 50.0379393,14.4574516 50.0379749,14.4571606 50.0380023,14.4565844 50.0380496,14.4564763 50.0380621,14.4564044 50.0380792,14.4563417 50.0381031,14.4562813 50.0381335,14.4562173 50.0381736,14.4561688 50.0382135,14.4561304 50.0382595,14.456097 50.0383019,14.4560803 50.0383441,14.4560679 50.0383811,14.4560649 50.0384249,14.4560713 50.0384638,14.4560842 50.0384998,14.4561014 50.038533,14.4561253 50.0385672,14.4561568 50.0386006,14.4561989 50.0386354,14.4562366 50.038659,14.4562854 50.0386885,14.4563542 50.0387199,14.4564203 50.0387409,14.4564842 50.0387571,14.456545 50.038765,14.4566043 50.0387695,14.4566629 50.0387713,14.4567326 50.0387715,14.4568024 50.0387689,14.4568916 50.0387616);282781586;1172369776;x5;x6;x7;x8;trunk_link;x10;x11;x12;0;69
249990;x1;LINESTRING(14.5906008 50.1112636,14.5908111 50.1113228);282817864;27084073;x5;x6;x7;x8;secondary;x10;x11;x12;0;58
250042;x1;LINESTRING(14.5312067 50.0758801,14.5313121 50.075837,14.5314199 50.0757888,14.5316166 50.0756965,14.5317629 50.0756246,14.5319121 50.0755472,14.5320719 50.0754605,14.5322591 50.0753526,14.5324212 50.0752526);282974007;282974010;x5;x6;x7;x8;secondary;x10;x11;x12;50;50
250043;x1;LINESTRING(14.5324212 50.0752526,14.5326073 50.0751283,14.5331349 50.074767,14.5341974 50.0740258,14.534549 50.0737766,14.5346793 50.0736695,14.5348278 50.0735375,14.5349504 50.0734076,14.5350804 50.0732579,14.5351806 50.0731303,14.5352913 50.0729703,14.5353354 50.0728862,14.53538 50.0727748,14.5356038 50.0721408,14.535671 50.0720034,14.5357361 50.0718974,14.5358045 50.0718106,14.5359176 50.0717057,14.5361064 50.0715724,14.5361998 50.071513,14.5363007 50.0714548,14.5363878 50.0714092,14.5364737 50.0713726,14.5365609 50.0713429,14.5366197 50.0713244,14.5366939 50.0713037,14.536756 50.0712873);282974010;1262223977;x5;x6;x7;x8;secondary;x10;x11;x12;50;50
250065;x1;LINESTRING(14.5157555 50.1044823,14.5157602 50.1044495,14.5150767 50.1043576,14.5151472 50.1039589);283046442;283046466;x5;x6;x7;x8;['residential', 'service'];x10;x11;x12;30;30
250175;x1;LINESTRING(14.4123822 50.0252483,14.4123935 50.0248223,14.4124017 50.0245102,14.4124038 50.0244315,14.4124198 50.0243538,14.4124814 50.0240552);283453028;10234429590;x5;x6;x7;x8;['residential', 'service'];x10;x11;x12;0;41
251303;x1;LINESTRING(14.5066891 50.1225361,14.506158 50.1222519,14.5059571 50.1221476);287109360;287109410;x5;x6;x7;x8;secondary;x10;x11;x12;50;50
251994;x1;LINESTRING(14.3737953 50.1158247,14.3737351 50.1157813,14.3736698 50.1157331);288964749;289389216;x5;x6;x7;x8;['residential', 'service'];x10;x11;x12;0;41
252681;x1;LINESTRING(14.5142212 50.070249,14.5142005 50.0700663,14.5141989 50.0700137,14.5142105 50.0697951,14.5143998 50.0692681,14.5145819 50.0690617,14.5146082 50.0690249,14.5146276 50.0689958,14.5146656 50.0688821,14.514639 50.0687449);289917509;289917496;x5;x6;x7;x8;['track', 'service'];x10;x11;x12;0;42
254425;x1;LINESTRING(14.5311719 50.1105342,14.5312175 50.1102013,14.5312275 50.1101333,14.5312409 50.1100426);292563270;26164855;x5;x6;x7;x8;primary;x10;x11;x12;50;50
254426;x1;LINESTRING(14.5314536 50.1094433,14.5315259 50.109596,14.5315595 50.1096439,14.5315932 50.1096786,14.5316446 50.1097195,14.5316802 50.1097457,14.5317219 50.1097689,14.5317882 50.1098002,14.5318865 50.1098337,14.5320613 50.109867);292563305;292563362;x5;x6;x7;x8;secondary_link;x10;x11;x12;50;50
254430;x1;LINESTRING(14.5320535 50.1099793,14.531845 50.1100314,14.5317129 50.1100782,14.5316173 50.110118,14.5315739 50.1101453,14.5315145 50.1101922,14.5314569 50.1102492,14.5313733 50.1103361);292563476;292563490;x5;x6;x7;x8;primary_link;x10;x11;x12;0;61
254431;x1;LINESTRING(14.5313733 50.1103361,14.5313636 50.1103897,14.5313252 50.1106371,14.5312996 50.1108901,14.5313112 50.1110608,14.5313426 50.111199,14.5313895 50.1113681,14.5314061 50.111451);292563490;2555382866;x5;x6;x7;x8;primary;x10;x11;x12;0;65
254445;x1;LINESTRING(14.522725 50.1156035,14.5230578 50.1154677,14.5249487 50.1147273);292566113;292566396;x5;x6;x7;x8;primary;x10;x11;x12;0;62
254446;x1;LINESTRING(14.5249487 50.1147273,14.526222 50.1142241,14.5265869 50.1140837,14.5268649 50.113974);292566396;1530992007;x5;x6;x7;x8;primary;x10;x11;x12;80;80
254610;x1;LINESTRING(14.501135 50.017263,14.5010144 50.0177895,14.5006548 50.0193662,14.5006229 50.0195234);293021539;299832722;x5;x6;x7;x8;secondary;x10;x11;x12;70;70
256457;x1;LINESTRING(14.5895952 50.0575423,14.5894551 50.0576547,14.5894726 50.0577896,14.5896921 50.0578945,14.5898871 50.0579995,14.5903961 50.0583502,14.5909822 50.058836,14.5911102 50.0589153,14.591244 50.0589725,14.5913914 50.058988,14.5915166 50.059017,14.5919077 50.0591403,14.5925539 50.0593655,14.5929223 50.0594975,14.5931901 50.0595443,14.5933624 50.059552,14.5935006 50.0595436,14.5936995 50.0595353,14.593825 50.0595401);297563925;297563920;x5;x6;x7;x8;['track', 'residential'];x10;x11;x12;0;42
256548;x1;LINESTRING(14.3331776 50.1483884,14.3332245 50.1483648,14.3334219 50.1482376,14.3334889 50.1481947,14.3335866 50.1481577,14.3339232 50.1480451,14.3341056 50.1479841,14.334339 50.1478964,14.3345106 50.1478015,14.3345938 50.147743,14.3346883 50.1476652,14.334805 50.1475518,14.3349095 50.1474119,14.334934 50.1473473,14.3349454 50.1472958,14.3349456 50.147247,14.3349347 50.1471982,14.3349139 50.147159);297669754;32269710;x5;x6;x7;x8;secondary;x10;x11;x12;30;30
256683;x1;LINESTRING(14.5640704 50.020528,14.5637457 50.0196579,14.5636097 50.019306,14.5634975 50.0188378,14.5634852 50.0180712);298292987;7680450008;x5;x6;x7;x8;['track', 'residential'];x10;x11;x12;30;30
256742;x1;LINESTRING(14.5575163 50.0028255,14.5571555 50.0027283,14.5572058 50.0026249,14.5572185 50.0025987,14.557228 50.0025427,14.5571928 50.0024914,14.5571454 50.00246,14.5570789 50.0024412,14.5569822 50.0024476,14.556736 50.0024747);298297885;298297883;x5;x6;x7;x8;['residential', 'service'];x10;x11;x12;0;41
256754;x1;LINESTRING(14.4302662 50.0758998,14.4303343 50.0764153);298532667;298532671;x5;x6;x7;x8;primary;x10;x11;x12;50;50
256852;x1;LINESTRING(14.2825895 50.0468787,14.2837523 50.0472181,14.2845819 50.0474815,14.28475 50.0475579,14.2848049 50.0476208,14.2846506 50.0477386,14.2845945 50.0477709,14.284535 50.0477819,14.2844745 50.0477823,14.2843189 50.0477584,14.2840398 50.047696,14.283773 50.0476216,14.2834222 50.0474911,14.2830813 50.0473497,14.2826171 50.0471503,14.2821692 50.0469742);299532890;299532889;x5;x6;x7;x8;['residential', 'service'];x10;x11;x12;0;41
256933;x1;LINESTRING(14.4063032 50.0854909,14.4064094 50.085481,14.4068284 50.0853978,14.4069068 50.0854117,14.407545 50.0855244);299707642;3011932013;x5;x6;x7;x8;['residential', 'service'];x10;x11;x12;0;41
257095;x1;LINESTRING(14.4399404 50.1178806,14.4400166 50.1177702,14.4402172 50.1174671,14.4402788 50.1173568,14.4402971 50.1172813);300137920;3314422889;x5;x6;x7;x8;['residential', 'service'];x10;x11;x12;0;41
257263;x1;LINESTRING(14.43021 50.0754232,14.430218 50.0755037,14.4302195 50.0755185);300712775;8568930412;x5;x6;x7;x8;primary;x10;x11;x12;50;50
257419;x1;LINESTRING(14.4950231 50.0364075,14.494945 50.0364029,14.494908 50.0363941,14.494874 50.0363814,14.4948412 50.0363632,14.4947976 50.0363214,14.4947822 50.0362892,14.4947788 50.0362556);302712511;302712513;x5;x6;x7;x8;secondary;x10;x11;x12;50;50
257423;x1;LINESTRING(14.4952297 50.0362527,14.495229 50.036278,14.4952215 50.0363028,14.4952057 50.0363286);302712519;66589868;x5;x6;x7;x8;secondary;x10;x11;x12;50;50
257751;x1;LINESTRING(14.2627682 50.0803577,14.262272 50.0805192);303826276;25923580;x5;x6;x7;x8;secondary;x10;x11;x12;50;50
257752;x1;LINESTRING(14.2627682 50.0803577,14.2631363 50.0802449);303826276;25923390;x5;x6;x7;x8;secondary;x10;x11;x12;50;50
257952;x1;LINESTRING(14.5138829 50.0565652,14.5135012 50.0568007,14.5134781 50.056815,14.5134482 50.0568331,14.512607 50.0573365);304961252;304961253;x5;x6;x7;x8;secondary;x10;x11;x12;50;50
258592;x1;LINESTRING(14.5160328 49.9737025,14.5156692 49.9735049,14.5161526 49.9731399);305540709;305540715;x5;x6;x7;x8;['residential', 'service'];x10;x11;x12;0;41
258598;x1;LINESTRING(14.5161526 49.9731399,14.5156692 49.9735049,14.5160328 49.9737025);305540715;305540709;x5;x6;x7;x8;['residential', 'service'];x10;x11;x12;0;41
258621;x1;LINESTRING(14.506958 49.9706734,14.5075743 49.9704363);305541080;30991977;x5;x6;x7;x8;secondary;x10;x11;x12;0;58
258624;x1;LINESTRING(14.5063872 49.9708876,14.506958 49.9706734);305541084;305541080;x5;x6;x7;x8;secondary;x10;x11;x12;0;58
258626;x1;LINESTRING(14.5063872 49.9708876,14.5058097 49.9711003);305541084;1828545640;x5;x6;x7;x8;secondary;x10;x11;x12;0;58
258809;x1;LINESTRING(14.442663 50.0769953,14.4420683 50.0770278,14.4419332 50.0770451);305809334;26395526;x5;x6;x7;x8;secondary;x10;x11;x12;0;58
258864;x1;LINESTRING(14.5082141 50.0717833,14.5082325 50.071679,14.5083393 50.0710726,14.508418 50.0706362,14.5084205 50.0706205,14.5084233 50.0706028,14.5084304 50.0705546,14.5084417 50.0704791);305912691;355624764;x5;x6;x7;x8;secondary;x10;x11;x12;50;50
258869;x1;LINESTRING(14.5080969 50.0730806,14.5080484 50.073351,14.5080423 50.0733805,14.5080392 50.0734017,14.5080352 50.0734237,14.5080126 50.0735464);305912710;355625085;x5;x6;x7;x8;secondary;x10;x11;x12;50;50
258874;x1;LINESTRING(14.5077728 50.0748608,14.5077462 50.0750157);305912717;305912721;x5;x6;x7;x8;secondary;x10;x11;x12;50;50
258898;x1;LINESTRING(14.4704296 50.0908581,14.470167 50.0908136,14.4699094 50.0907602);306269298;306269294;x5;x6;x7;x8;secondary;x10;x11;x12;50;50
258930;x1;LINESTRING(14.470466 50.0783811,14.4703974 50.0783709);306583851;304324423;x5;x6;x7;x8;secondary;x10;x11;x12;0;58
259083;x1;LINESTRING(14.4939564 50.0988757,14.493929 50.0989885,14.493937 50.0990447,14.4939777 50.0991182,14.4941142 50.0992022);307405593;366272426;x5;x6;x7;x8;secondary;x10;x11;x12;0;58
259319;x1;LINESTRING(14.4926535 50.0995605,14.4933445 50.0991414,14.4934725 50.0990679);309089445;307408426;x5;x6;x7;x8;primary;x10;x11;x12;0;62
259482;x1;LINESTRING(14.4443713 50.1097384,14.4443221 50.109636);310477196;21384522;x5;x6;x7;x8;primary;x10;x11;x12;50;50
259483;x1;LINESTRING(14.4434314 50.1074678,14.4434351 50.107508);310477208;10576855543;x5;x6;x7;x8;primary;x10;x11;x12;50;50
259788;x1;LINESTRING(14.495821 50.0994233,14.495669 50.0994036);314786999;374361508;x5;x6;x7;x8;secondary;x10;x11;x12;0;58
260003;x1;LINESTRING(14.4705923 50.0585907,14.4703236 50.0592006,14.470269 50.0593216);316729228;316729231;x5;x6;x7;x8;secondary;x10;x11;x12;50;50
260047;x1;LINESTRING(14.409619 50.0396887,14.4097262 50.0397494,14.4097591 50.039766,14.4097967 50.0397796,14.4098287 50.0397896,14.409879 50.0397982,14.4099161 50.0398045,14.4099628 50.0398069,14.4100092 50.0398065,14.410073 50.0398007,14.4102508 50.0397571);316803627;316805470;x5;x6;x7;x8;secondary;x10;x11;x12;50;50
260613;x1;LINESTRING(14.2693629 50.0852096,14.2702308 50.0851599,14.2711524 50.0851087,14.2726692 50.0850167,14.2737053 50.0849213,14.2743422 50.0848444,14.2744845 50.0848241,14.2750053 50.0847498,14.2759977 50.084577,14.2769578 50.0843608,14.2774898 50.0842274,14.2781834 50.0840298,14.2787263 50.08386,14.2794261 50.0836197,14.2802976 50.0832829,14.2811524 50.0829119,14.2821394 50.0823963,14.2825973 50.0821375,14.2828192 50.0820082,14.2834729 50.0815563,14.2839953 50.0812123,14.2845789 50.0807545,14.285058 50.0803296,14.2854696 50.0799061,14.2859055 50.0793427,14.2861208 50.0790498,14.2867106 50.0782287,14.2868319 50.0780597,14.2870352 50.0777732);320010121;1456002110;x5;x6;x7;x8;motorway;x10;x11;x12;0;103
260708;x1;LINESTRING(14.2917539 50.096897,14.2910676 50.0973905);320808115;1437290737;x5;x6;x7;x8;secondary;x10;x11;x12;50;50
260797;x1;LINESTRING(14.4521083 50.1239732,14.4521235 50.1238965);321228973;321228971;x5;x6;x7;x8;secondary;x10;x11;x12;50;50
260942;x1;LINESTRING(14.5880496 50.0821844,14.5885999 50.0820447,14.5897258 50.0818397);322947760;8510683575;x5;x6;x7;x8;primary;x10;x11;x12;60;60
261435;x1;LINESTRING(14.4198878 50.1004877,14.4194702 50.1006676,14.4193227 50.1007288);331362870;25950124;x5;x6;x7;x8;secondary;x10;x11;x12;50;50
261485;x1;LINESTRING(14.4044603 50.0824556,14.4044517 50.082778);331448294;25674168;x5;x6;x7;x8;secondary;x10;x11;x12;0;58
261531;x1;LINESTRING(14.38038 50.0700316,14.3804572 50.0697673,14.3804602 50.0697327,14.3804694 50.069641);331512868;31850491;x5;x6;x7;x8;secondary;x10;x11;x12;50;50
