WKT;osmid;y;x
x;1551725544;50.0601;14.436
x;1551725569;50.0602;14.4237
x;1551725605;50.0603;14.4266
x;1551725606;50.0604;14.4393
x;1551725611;50.0604;14.4396
x;1551725651;50.0605;14.4395
x;1551725671;50.0606;14.4362
x;1551725759;50.0612;14.4285
x;1551725792;50.0614;14.4279
x;1551725804;50.0615;14.4254
x;1551725871;50.0617;14.4302
x;1551725878;50.0618;14.4324
x;1551725900;50.0619;14.4328
x;1551725934;50.0621;14.4328
x;1551725970;50.0622;14.427
x;1551726201;50.0647;14.4243
x;1551726232;50.0654;14.4224
x;1551810811;50.0436;14.4361
x;1551810989;50.0527;14.4187
x;1551811017;50.0508;14.4156
x;1551811020;50.0508;14.4157
x;1551811100;50.0568;14.432
x;1551811149;50.0574;14.4194
x;1551811264;50.0605;14.4192
x;1551811271;50.0606;14.4197
x;1551811273;50.0606;14.4202
x;1551811291;50.0607;14.4192
x;1551811293;50.0607;14.4193
x;1551854271;50.0426;14.4488
x;1551854291;50.0427;14.4486
x;1551854309;50.0427;14.4488
x;1551854402;50.0431;14.4488
x;1551854414;50.0431;14.4489
x;1551854447;50.0432;14.4487
x;1551854457;50.0433;14.4487
x;1551854482;50.0433;14.4491
x;1551854487;50.0433;14.4486
x;1551854497;50.0434;14.4397
x;1551854531;50.0434;14.4489
x;1551854547;50.0434;14.4484
x;1551854567;50.0435;14.4478
x;1551854586;50.0435;14.4488
x;1551854654;50.0436;14.4487
x;1551854678;50.0437;14.4472
x;1551854693;50.0438;14.4472
x;1551854695;50.0438;14.4415
x;1551854697;50.0438;14.4471
x;1551854700;50.0439;14.4469
x;1551854777;50.0442;14.4503
x;1551854882;50.0446;14.4496
x;1551854924;50.045;14.449
x;1551949437;50.0513;14.4373
x;1551949438;50.0513;14.4366
x;1551949448;50.0514;14.4369
x;1551949453;50.0515;14.4368
x;1551949455;50.0514;14.4372
x;1551971802;50.0162;14.3498
x;1551971817;50.0163;14.3502
x;1551971877;50.0166;14.3516
x;1551971949;50.0195;14.3496
x;1552293597;50.0259;14.5155
x;1552293719;50.0266;14.5181
x;1552293773;50.0268;14.518
x;1552293794;50.0269;14.521
x;1552293821;50.0271;14.5106
x;1552294119;50.0287;14.5193
x;1552294139;50.0288;14.5199
x;1552294289;50.0312;14.5055
x;1552294401;50.0314;14.527
x;1552294424;50.0316;14.5234
x;1552294474;50.0317;14.5237
x;1552294475;50.0318;14.5251
x;1552294617;50.032;14.5247
x;1552294619;50.032;14.5177
x;1552294667;50.0321;14.5252
x;1552294691;50.0321;14.5253
x;1552294761;50.0324;14.501
x;1552294792;50.0325;14.5013
x;1552294972;50.033;14.5249
x;1552500548;50.0335;14.4911
x;1552500651;50.0339;14.4913
x;1552500755;50.0366;14.4935
x;1552500835;50.037;14.4933
x;1552770955;50.0431;14.4908
x;1552771187;50.0487;14.4724
x;1552771208;50.049;14.4782
x;1552771256;50.0494;14.4737
x;1552771261;50.0493;14.4789
x;1552771265;50.0495;14.4775
x;1552771336;50.0506;14.4725
x;1552771345;50.0507;14.4719
x;1552771396;50.0515;14.4766
x;1552771398;50.0516;14.4753
x;1552771402;50.0516;14.4767
x;1552771463;50.0525;14.4754
x;1552771464;50.0525;14.4754
x;1552771522;50.0534;14.477
x;1552771553;50.0538;14.4681
x;1552771567;50.054;14.4717
x;1552771573;50.054;14.4621
x;1552771632;50.0566;14.4715
x;1552771682;50.0569;14.4721
x;1552771789;50.0574;14.4694
x;1552771793;50.0575;14.4672
x;1552771794;50.0575;14.4693
x;1552848767;50.0579;14.4707
x;1552848834;50.0625;14.4677
x;1552848838;50.0625;14.4678
x;1552848873;50.0656;14.4682
x;1552872874;50.0107;14.3506
x;1552872878;50.0108;14.3513
x;1552872942;50.0249;14.3595
x;1553581282;50.0402;14.4099
x;1553581316;50.0416;14.4107
x;1553581319;50.0416;14.4118
x;1553581404;50.0437;14.4124
x;1553581421;50.0442;14.4133
x;1553581422;50.0442;14.4122
x;1553581431;50.0446;14.4137
x;1553581462;50.045;14.4141
x;1553581492;50.0464;14.416
x;1553710822;50.0241;14.5131
x;1553710865;50.0244;14.5144
x;1553825006;50.0325;14.4162
x;1553825019;50.0328;14.4185
x;1553825144;50.0368;14.4104
x;1553825163;50.0379;14.4104
x;1553848870;50.0368;14.4341
x;1554385644;50.0895;14.3834
x;1554385650;50.0896;14.3833
x;1554385653;50.0897;14.3833
x;1554385692;50.09;14.3829
x;1554385714;50.0902;14.3832
x;1554622903;50.0682;14.4728
x;1554623070;50.0726;14.4775
x;1554623077;50.0728;14.477
x;1554623084;50.0729;14.4773
x;1554623089;50.073;14.4769
x;1554623093;50.0731;14.4772
x;1554623096;50.0733;14.4771
x;1555519342;50.0905;14.383
x;1557067960;50.0638;14.505
x;1557067990;50.0643;14.5073
x;1557068005;50.0646;14.5061
x;1557099076;50.1317;14.4184
x;1557099080;50.1319;14.4185
x;1557099083;50.132;14.4176
x;1557099085;50.1322;14.4185
x;1557099087;50.1323;14.4194
x;1557099094;50.1326;14.4185
x;1557099116;50.1331;14.4299
x;1557123760;50.0342;14.5365
x;1557123783;50.0344;14.5363
x;1557123799;50.0345;14.5357
x;1557123825;50.0345;14.5358
x;1557241850;50.0779;14.4786
x;1557241917;50.0793;14.4793
x;1557241918;50.0794;14.4775
x;1557241931;50.0796;14.4774
x;1557294037;50.0819;14.5081
x;1557294049;50.0826;14.5078
x;1557555722;50.0347;14.523
x;1557555725;50.0348;14.5236
x;1557555740;50.035;14.5244
x;1557555745;50.0352;14.5249
x;1557572632;50.002;14.5077
x;1557572637;50.0023;14.5084
x;1557572674;50.0025;14.509
x;1557572782;50.0035;14.5109
x;1557577691;49.9975;14.5096
x;1557577760;50.0024;14.5089
x;1557577769;50.0034;14.5104
x;1557579885;49.9992;14.517
x;1557579892;49.9992;14.5168
x;1557579911;49.9995;14.517
x;1558282767;50.0455;14.4664
x;1558283084;50.0476;14.4675
x;1558283092;50.0477;14.466
x;1558283097;50.0477;14.4645
x;1559859921;50.0653;14.4089
x;1560170277;50.0306;14.4254
x;1560170287;50.0314;14.4261
x;1560170292;50.0317;14.4248
x;1560170293;50.0318;14.4257
x;1560170294;50.0318;14.4262
x;1560170295;50.0319;14.4275
x;1560170298;50.032;14.4264
x;1560170300;50.032;14.4271
x;1560170303;50.0321;14.4274
x;1560170305;50.0321;14.4276
x;1560170306;50.0321;14.4262
x;1560170307;50.0321;14.4248
x;1560170312;50.0323;14.4271
x;1560170315;50.0323;14.4281
x;1560688519;50.0954;14.4543
x;1561043563;50.107;14.5306
x;1561043574;50.1071;14.5314
x;1561044717;50.109;14.5397
x;1561044721;50.1092;14.5394
x;1561044822;50.1092;14.5412
x;1561044868;50.1095;14.5382
x;1561044869;50.1095;14.5379
x;1561046912;50.0669;14.5275
x;1561071541;50.0591;14.5193
x;1561071545;50.0587;14.521
x;1561071580;50.0594;14.52
x;1561084263;50.0674;14.292
x;1561084302;50.0677;14.2904
x;1561280698;49.9569;14.3684
x;1562457910;50.0649;14.3575
x;1562868316;50.1093;14.438
x;1562916777;50.1034;14.4312
x;1562916786;50.1034;14.4314
x;1562916805;50.1036;14.4313
x;1563012235;50.1154;14.4689
x;1563012238;50.1154;14.4683
x;1563056789;50.1014;14.4683
x;1563057044;50.1099;14.466
x;1563057142;50.111;14.4672
x;1563057145;50.111;14.4659
x;1563057150;50.1111;14.4652
x;1563845490;50.1017;14.4738
x;1563846104;50.1041;14.4839
x;1563846158;50.1042;14.4841
x;1563846167;50.1042;14.4841
x;1563846667;50.113;14.4814
x;1564213543;50.1033;14.4909
x;1564213576;50.1035;14.4902
x;1564213594;50.1038;14.497
x;1564213647;50.1056;14.505
x;1564213651;50.1057;14.5066
x;1564213653;50.1058;14.5048
x;1564213811;50.1093;14.5099
x;1564213953;50.1099;14.499
x;1564214018;50.11;14.5003
x;1564214175;50.1105;14.5095
x;1564214213;50.1105;14.5115
x;1564214256;50.1105;14.5099
x;1564214257;50.1105;14.5141
x;1564214351;50.1107;14.5141
x;1564214586;50.1116;14.5141
x;1564214588;50.1124;14.5097
x;1564241239;50.0978;14.5507
x;1564241843;50.0982;14.5502
x;1564242285;50.0988;14.5518
x;1564242336;50.0989;14.5516
x;1565245201;49.9939;14.3918
x;1565440104;50.1158;14.4926
x;1565440157;50.116;14.4916
x;1565440178;50.116;14.4948
x;1565440201;50.1161;14.4945
x;1565440469;50.1186;14.501
x;1565596762;50.0964;14.5289
x;1565596926;50.0974;14.53
x;1565669036;50.1261;14.4405
x;1565669067;50.1263;14.4391
x;1565669165;50.1271;14.4369
x;1565669247;50.128;14.4374
x;1566025423;50.0957;14.5492
x;1566200976;50.0507;14.5338
x;1567622380;50.1072;14.4417
x;1567622466;50.1076;14.441
x;1568019593;50.1453;14.4508
x;1568019595;50.1453;14.4515
x;1568019621;50.146;14.4504
x;1569046733;50.1308;14.4898
x;1569046734;50.1296;14.4905
x;1569049901;50.1311;14.4916
x;1569104101;50.1613;14.6009
x;1569104105;50.1593;14.6012
x;1569104108;50.1608;14.601
x;1569527079;49.9813;14.5786
x;1570644789;50.1329;14.4786
x;1570914296;50.1509;14.5148
x;1570914324;50.1509;14.514
x;1570914335;50.151;14.5147
x;1570914353;50.1511;14.5148
x;1570914357;50.1511;14.5146
x;1570914371;50.1512;14.5214
x;1570914410;50.1516;14.5211
x;1570914427;50.1517;14.5218
x;1570914431;50.1517;14.521
x;1570968567;50.0518;14.5205
x;1570968604;50.0526;14.5217
x;1570968605;50.0527;14.5188
x;1570968610;50.0528;14.5201
x;1571058250;50.1361;14.5244
x;1571148676;50.1186;14.5159
x;1571148792;50.1189;14.517
x;1571149124;50.1275;14.5058
x;1571149138;50.1279;14.5053
x;1571149155;50.1282;14.5048
x;1571149178;50.1284;14.5051
x;1571149181;50.1286;14.504
x;1571203215;50.125;14.5169
x;1571203228;50.1251;14.5164
x;1571203268;50.1253;14.5165
x;1571203272;50.1253;14.5149
x;1571203275;50.1253;14.5147
x;1571203281;50.1253;14.5145
x;1571203333;50.1254;14.5155
x;1571203421;50.1263;14.5143
x;1571265857;49.9982;14.6567
x;1571394524;50.1025;14.5085
x;1571394582;50.1027;14.5104
x;1571394589;50.1027;14.5105
x;1571394671;50.1028;14.512
x;1571395376;50.1117;14.5314
x;1571395519;50.1129;14.532
x;1571592366;50.0994;14.5526
x;1571592697;50.1029;14.5573
x;1571592831;50.1031;14.5569
x;1571593260;50.1064;14.5748
x;1571593276;50.1067;14.5745
x;1571593279;50.1068;14.5747
x;1571593326;50.1076;14.5673
x;1571593336;50.1077;14.5687
x;1571593401;50.1079;14.5687
x;1571593453;50.108;14.5696
x;1571654041;50.093;14.5242
x;1571931919;49.9606;14.5735
x;1571931923;49.9608;14.5752
x;1571931925;49.9608;14.5756
x;1571931933;49.961;14.5738
x;1571931942;49.9611;14.5769
x;1571931943;49.9613;14.5726
x;1571931947;49.9615;14.5744
x;1571931949;49.9615;14.5745
x;1571931951;49.9615;14.5766
x;1571931954;49.9615;14.5717
x;1571931957;49.9616;14.5715
x;1571931965;49.9616;14.578
x;1571931966;49.9616;14.5728
x;1571931969;49.9617;14.5764
x;1571931977;49.9619;14.579
x;1571931981;49.9621;14.5761
x;1571931983;49.9622;14.5732
x;1571931993;49.9625;14.5773
x;1571931995;49.9626;14.5732
x;1571931999;49.9626;14.5747
x;1571932001;49.9628;14.5782
x;1571932006;49.9629;14.5734
x;1571932010;49.963;14.577
x;1571932014;49.9632;14.5745
x;1571932021;49.9635;14.5722
x;1571932022;49.9635;14.5738
x;1571932024;49.9635;14.5744
x;1571932026;49.9635;14.5749
x;1571932028;49.9635;14.5758
x;1571932030;49.9635;14.5768
x;1571932032;49.9636;14.5777
x;1571932034;49.9638;14.5776
x;1571932036;49.964;14.5738
x;1571932038;49.964;14.5734
x;1571932048;49.9647;14.5736
x;1571932054;49.9649;14.5746
x;1571932056;49.9651;14.577
x;1571932057;49.9651;14.5776
x;1571932061;49.9652;14.579
x;1571932088;49.9667;14.5728
x;1571932090;49.9668;14.5728
x;1571932092;49.9668;14.5719
x;1571932094;49.9669;14.5829
x;1571932095;49.967;14.5748
x;1571932097;49.9672;14.5742
x;1571932101;49.9673;14.5816
x;1571932103;49.9674;14.5823
x;1571932105;49.9674;14.5826
x;1571932111;49.9676;14.5722
x;1571932117;49.9677;14.5746
x;1571932123;49.968;14.5748
x;1571932131;49.9682;14.5747
x;1571932136;49.9684;14.5765
x;1571932142;49.9689;14.5751
x;1571932144;49.969;14.5764
x;1571932146;49.969;14.5769
x;1571932148;49.9691;14.5783
x;1572509485;50.0756;14.4616
x;1572509501;50.076;14.4615
x;1572643419;50.0704;14.545
x;1572643473;50.0749;14.5345
x;1572643493;50.0755;14.5337
x;1572643503;50.0757;14.4614
x;1572643507;50.076;14.5221
x;1572643629;50.0771;14.5221
x;1572643653;50.0773;14.5228
x;1572643659;50.0773;14.5212
x;1572673386;50.0528;14.5203
x;1572673482;50.0542;14.5182
x;1572724790;50.049;14.5275
x;1572724819;50.0495;14.5284
x;1572725016;50.0606;14.5063
x;1572725021;50.0606;14.5067
x;1572794278;50.0125;14.4988
x;1573169655;50.0459;14.466
x;1573169889;50.05;14.4791
x;1573170012;50.0524;14.4948
x;1573170019;50.0524;14.4953
x;1573170042;50.0527;14.497
x;1573170051;50.0527;14.4966
x;1573170071;50.0529;14.4902
x;1573170097;50.053;14.4922
x;1573170101;50.0529;14.4927
x;1573170118;50.0531;14.49
x;1573170121;50.0531;14.4968
x;1573170215;50.054;14.4921
x;1573170308;50.0548;14.481
x;1573170594;50.0587;14.4927
x;1573170625;50.0591;14.4925
x;1573170650;50.06;14.4942
x;1573938022;50.142;14.455
x;1574701776;50.1302;14.4548
x;1575099018;50.0988;14.541
x;1575101957;50.0986;14.535
x;1575101962;50.0988;14.5378
x;1575101969;50.0996;14.5419
x;1575103479;50.0963;14.5316
x;1575107169;50.0941;14.5278
x;1575107178;50.0947;14.528
x;1575107181;50.0956;14.5283
x;1575107196;50.0959;14.5237
x;1575107238;50.0977;14.5252
x;1575114291;50.0949;14.5429
x;1575118358;50.0939;14.5508
x;1575118372;50.0981;14.5473
x;1575118375;50.0985;14.5481
x;1575467303;50.1172;14.4447
x;1575467319;50.1175;14.4427
x;1575467340;50.1169;14.4428
x;1575467346;50.1167;14.4428
x;1575467358;50.1172;14.4434
x;1575467371;50.1175;14.4437
x;1575467373;50.1174;14.4437
x;1575467374;50.1169;14.4437
x;1576210144;50.1033;14.5591
x;1576210153;50.1037;14.5655
x;1576210156;50.1043;14.5602
x;1576210158;50.1046;14.5657
x;1576210161;50.105;14.5609
x;1576210162;50.1051;14.564
x;1576210166;50.1053;14.5614
x;1576210172;50.1056;14.566
x;1576210173;50.1059;14.5648
x;1576210175;50.1066;14.5613
x;1576210177;50.1069;14.5635
x;1577734163;50.1243;14.4533
x;1577734165;50.124;14.4533
x;1581430805;50.0374;14.3346
x;1588145065;50.1086;14.5566
x;1588182610;50.1067;14.4718
x;1588640639;50.1233;14.4545
x;1588640641;50.124;14.4539
x;1590897334;50.008;14.4663
x;1591376761;49.9727;14.5868
x;1591509538;50.0603;14.6404
x;1591509553;50.0598;14.6402
x;1591509555;50.0595;14.6406
x;1591509565;50.0596;14.64
x;1596399198;50.0889;14.4521
x;1596399216;50.089;14.4521
x;1596399220;50.0891;14.453
x;1596399222;50.0892;14.453
x;1598902585;50.0462;14.5205
x;1599455277;50.1321;14.5177
x;1599765864;50.1395;14.4987
x;1599765866;50.1395;14.4992
x;1599765867;50.1396;14.4987
x;1599765869;50.1396;14.4974
x;1599765870;50.1397;14.4994
x;1599765879;50.1398;14.4987
x;1599765880;50.1398;14.4995
x;1599765883;50.1399;14.4986
x;1599765884;50.14;14.4994
x;1599765886;50.1401;14.4986
x;1599765893;50.1401;14.4994
x;1599765900;50.1402;14.4986
x;1599765903;50.1403;14.4994
x;1599765904;50.1403;14.4985
x;1599765906;50.1404;14.4993
x;1599765954;50.1406;14.4993
x;1599766068;50.1416;14.5054
x;1601345987;49.9854;14.5873
x;1604561996;50.0387;14.4295
x;1604561998;50.0387;14.4293
x;1604569720;50.1107;14.4287
x;1604569761;50.1134;14.395
x;1606832679;50.125;14.4662
x;1606832685;50.1249;14.4662
x;1610712194;50.0094;14.6306
x;1610712214;50.0095;14.6328
x;1610712217;50.0095;14.6303
x;1610712219;50.0095;14.6304
x;1610712221;50.0095;14.6305
x;1610712229;50.0096;14.6306
x;1610712232;50.0097;14.6304
x;1610712270;50.0098;14.6328
x;1611662332;50.0298;14.5433
x;1611662346;50.0299;14.5441
x;1612895417;50.0952;14.3409
x;1612895422;50.0953;14.3408
x;1612895428;50.0954;14.3412
x;1612895434;50.0955;14.3416
x;1612895450;50.0957;14.3415
x;1612895454;50.0958;14.3414
x;1612895458;50.0959;14.3403
x;1612895463;50.096;14.3414
x;1613381358;50.0006;14.3763
x;1616462538;50.065;14.46
x;1616462557;50.0665;14.461
x;1616462558;50.0669;14.4607
x;1616483001;50.062;14.4683
x;1616483047;50.0637;14.4673
x;1616675199;50.0649;14.3108
x;1616675202;50.065;14.31
x;1616675214;50.0651;14.3102
x;1616675244;50.067;14.3127
x;1616675245;50.067;14.3122
x;1616675255;50.0672;14.3127
x;1616804631;50.0654;14.3353
x;1616804656;50.0668;14.3355
x;1616804678;50.0676;14.3359
x;1616804700;50.0677;14.3351
x;1616804711;50.0678;14.3364
x;1616804808;50.0681;14.3354
x;1616805058;50.0695;14.3776
x;1616805226;50.0697;14.3783
x;1616805341;50.07;14.3606
x;1616805342;50.07;14.3829
x;1616805417;50.0702;14.3867
x;1616805485;50.0704;14.3604
x;1616805603;50.0705;14.3838
x;1616805673;50.0707;14.3837
x;1616805714;50.0708;14.385
x;1617074649;50.1064;14.5655
x;1619332659;50.0758;14.6205
x;1619332668;50.0763;14.6215
x;1619455831;50.0642;14.3893
x;1619887830;50.1318;14.4521
x;1619887835;50.1319;14.4527
x;1619888348;50.1321;14.4527
x;1619888351;50.1321;14.4529
x;1620457227;50.1329;14.3712
x;1620457406;50.1335;14.371
x;1620998937;49.981;14.4436
x;1623635128;49.9833;14.2547
x;1624594720;50.0846;14.6227
x;1625421783;50.0444;14.4207
x;1626023040;50.0493;14.6539
x;1626023063;50.0514;14.6508
x;1626023114;50.0545;14.6471
x;1626023120;50.0547;14.6412
x;1626023900;50.0591;14.6413
x;1626023919;50.06;14.645
x;1626023970;50.0606;14.6407
x;1626023974;50.0606;14.6361
x;1626024014;50.0612;14.6387
x;1626024097;50.0618;14.6453
x;1626024144;50.0619;14.6469
x;1626024181;50.062;14.6477
x;1626024212;50.062;14.6422
x;1626024213;50.062;14.6438
x;1626024227;50.0621;14.6378
x;1626024256;50.0623;14.6478
x;1626024283;50.0624;14.6459
x;1626024347;50.0628;14.6198
x;1626024350;50.0629;14.6447
x;1626024364;50.063;14.6477
x;1626024384;50.0631;14.6443
x;1626024454;50.0633;14.6374
x;1626024457;50.0633;14.6371
x;1626024471;50.0634;14.6435
x;1626024498;50.0635;14.6448
x;1626024562;50.064;14.6453
x;1626024571;50.0643;14.6425
x;1626024609;50.0645;14.6458
x;1626024672;50.0649;14.6436
x;1626024701;50.0652;14.6433
x;1626024707;50.0655;14.639
x;1626024759;50.0679;14.6364
x;1626024987;50.0785;14.6241
x;1626529838;50.111;14.562
x;1626529937;50.1112;14.5624
x;1626556234;50.1101;14.5523
x;1626677664;50.1151;14.4649
x;1626804849;50.0821;14.6146
x;1627145769;50.0638;14.6413
x;1627168770;50.0918;14.4898
x;1627168771;50.0921;14.4927
x;1627218184;50.0871;14.4829
x;1627218194;50.0881;14.4851
x;1627218196;50.0883;14.4861
x;1627218208;50.0885;14.4893
x;1627231003;50.0815;14.4986
x;1627231004;50.0839;14.5049
x;1627231009;50.084;14.5006
x;1627231010;50.0844;14.505
x;1627231011;50.0845;14.5043
x;1627231012;50.0849;14.5053
x;1627231519;50.084;14.5063
x;1627643047;50.0326;14.5462
x;1627643051;50.0328;14.5457
x;1627643053;50.0329;14.5459
x;1627685704;50.0861;14.4987
x;1627691505;50.0834;14.5106
x;1627691508;50.0843;14.503
x;1627691510;50.0848;14.5064
x;1627691514;50.0852;14.5028
x;1627694282;50.0869;14.5127
x;1627856156;50.127;14.4662
x;1627856161;50.1271;14.4666
x;1628096377;50.0819;14.4966
x;1628096399;50.0828;14.5137
x;1628096439;50.0846;14.5101
x;1628096441;50.0846;14.5186
x;1628096466;50.0853;14.5133
x;1628096476;50.0858;14.5124
x;1628096478;50.0873;14.5079
x;1628163055;50.0714;14.5373
x;1628163067;50.0714;14.5371
x;1628163197;50.075;14.5333
x;1628177444;49.9686;14.2591
x;1628471161;50.0832;14.5398
x;1628471185;50.0844;14.5393
x;1628471187;50.0847;14.5393
x;1628471210;50.0862;14.5374
x;1628471212;50.0864;14.537
x;1628471253;50.0876;14.5372
x;1628479851;50.0712;14.5375
x;1628479865;50.0852;14.5416
x;1628510366;50.0621;14.5397
x;1628510373;50.0622;14.5433
x;1628510404;50.0628;14.5402
x;1628510407;50.0628;14.5397
x;1628510409;50.0629;14.5536
x;1628510430;50.0657;14.5624
x;1628515155;50.0708;14.5562
x;1628524749;50.0692;14.5636
x;1628524781;50.0711;14.568
x;1628524788;50.0715;14.556
x;1628524793;50.0717;14.5499
x;1628616282;50.0822;14.5551
x;1628616296;50.0843;14.555
x;1628616297;50.0845;14.5617
x;1628616307;50.0846;14.5549
x;1628616313;50.085;14.5533
x;1628616323;50.0857;14.5547
x;1628616346;50.0862;14.5493
x;1628616357;50.0871;14.5546
x;1628616360;50.0871;14.5563
x;1630077408;50.0819;14.5696
x;1630078091;50.0833;14.5769
x;1630078228;50.084;14.5673
x;1630078276;50.0844;14.57
x;1630078350;50.0844;14.574
x;1630078418;50.0845;14.577
x;1630078421;50.0846;14.5741
x;1630078603;50.0851;14.5748
x;1630078614;50.0852;14.5777
x;1630078640;50.0853;14.5691
x;1630078788;50.0868;14.571
x;1630397013;50.0883;14.57
x;1630397032;50.0885;14.5631
x;1630397047;50.0892;14.57
x;1630397092;50.0896;14.5632
x;1630397145;50.0899;14.5663
x;1630397208;50.0924;14.5612
x;1630397210;50.0926;14.561
x;1630459269;50.09;14.5682
x;1630459271;50.09;14.565
x;1630459277;50.0904;14.5712
x;1630459302;50.0906;14.5647
x;1630459309;50.091;14.5674
x;1630459313;50.0913;14.5686
x;1630459361;50.0915;14.5698
x;1630459446;50.0925;14.5665
x;1630459450;50.0928;14.5645
x;1630459451;50.0928;14.5665
x;1630459464;50.0929;14.5637
x;1630459466;50.0929;14.5648
x;1630459519;50.0931;14.5632
x;1630459537;50.0931;14.5643
x;1631897252;50.1041;14.4317
x;1633673926;50.0705;14.4776
x;1633771265;50.0721;14.4335
x;1633771266;50.0721;14.4336
x;1634226777;50.0249;14.5089
x;1634226808;50.0255;14.5145
x;1634226823;50.0257;14.5185
x;1634226909;50.0261;14.5175
x;1634226934;50.0263;14.5158
x;1634226937;50.0263;14.5161
x;1634226942;50.0265;14.5156
x;1634226963;50.0268;14.5178
x;1634306322;50.0287;14.5189
x;1634306602;50.03;14.5267
x;1634306606;50.0296;14.5252
x;1634323709;50.0254;14.5134
x;1634323712;50.0254;14.5136
x;1634323717;50.0254;14.5138
x;1634323746;50.0325;14.5228
x;1634411930;50.0256;14.5182
x;1634411941;50.0257;14.5193
x;1634411964;50.0257;14.522
x;1634411971;50.0258;14.5224
x;1634465216;50.0629;14.5902
x;1634465220;50.0633;14.59
x;1634465223;50.0633;14.5914
x;1634465230;50.0639;14.5913
x;1634465234;50.0639;14.5903
x;1634465236;50.0639;14.5881
x;1634465240;50.064;14.5898
x;1634465249;50.0642;14.5904
x;1634465250;50.0645;14.5836
x;1634465261;50.0658;14.5805
x;1634465267;50.0663;14.5792
x;1634465281;50.0668;14.5736
x;1634465291;50.0674;14.5785
x;1634465299;50.0684;14.5778
x;1634465300;50.0684;14.5778
x;1634465303;50.0685;14.583
x;1634465311;50.0691;14.5776
x;1634465313;50.0691;14.5828
x;1634465317;50.0696;14.5811
x;1634465320;50.0697;14.5774
x;1634465327;50.0699;14.5772
x;1634465331;50.07;14.5826
x;1634465359;50.0705;14.5785
x;1634465367;50.0707;14.5775
x;1634465368;50.0707;14.5771
x;1634481193;50.0573;14.5811
x;1634481227;50.062;14.5856
x;1634481235;50.0623;14.5866
x;1634481236;50.0623;14.5876
x;1634481240;50.0625;14.5851
x;1634481241;50.063;14.586
x;1634481245;50.0632;14.5846
x;1634481249;50.0636;14.5866
x;1634481252;50.0637;14.5855
x;1634481259;50.0641;14.5854
x;1634550994;50.0464;14.6103
x;1634551029;50.0508;14.6059
x;1634551039;50.0536;14.6036
x;1634551050;50.0539;14.6048
x;1634551070;50.0571;14.59
x;1634551120;50.0588;14.5982
x;1634551130;50.059;14.5938
x;1634551139;50.0596;14.5939
x;1634551151;50.0598;14.597
x;1634551153;50.0598;14.5943
x;1634551159;50.06;14.5933
x;1634551165;50.0603;14.5984
x;1634551168;50.0604;14.5967
x;1634551169;50.0605;14.5931
x;1634551183;50.0614;14.5963
x;1634551186;50.0615;14.5933
x;1634551190;50.0616;14.5971
x;1634551193;50.0616;14.5937
x;1634551201;50.0617;14.5976
x;1634551214;50.0618;14.5972
x;1634551215;50.0618;14.5928
x;1634551217;50.0618;14.5959
x;1634551222;50.0619;14.5964
x;1634551223;50.0619;14.596
x;1634551226;50.0621;14.5899
x;1634551229;50.0621;14.5934
x;1634551238;50.0623;14.5939
x;1634551243;50.063;14.5954
x;1634563596;50.0523;14.6177
x;1634665828;50.1385;14.508
x;1634673511;50.1068;14.587
x;1635770054;50.0684;14.6003
x;1635770061;50.0768;14.5994
x;1635770064;50.0769;14.6013
x;1635770084;50.077;14.5978
x;1635770087;50.0771;14.5993
x;1635770089;50.0776;14.6035
x;1635770093;50.0779;14.5992
x;1635770096;50.078;14.6018
x;1635770118;50.0781;14.6037
x;1635770121;50.0784;14.5976
x;1635770126;50.0784;14.6017
x;1635770128;50.0785;14.5991
x;1635770132;50.0786;14.6017
x;1635770134;50.0788;14.6039
x;1635770149;50.0788;14.6017
x;1635770157;50.0789;14.6024
x;1635770175;50.0795;14.5977
x;1635770189;50.0795;14.599
x;1635770196;50.0797;14.6013
x;1635770197;50.0797;14.6015
x;1635770201;50.0805;14.5992
x;1635770225;50.0806;14.6046
x;1637258596;50.1165;14.4424
x;1637522377;50.0184;14.3641
x;1637904823;50.0793;14.6206
x;1637904826;50.0802;14.6146
x;1637904871;50.0811;14.6083
x;1637904878;50.0811;14.6259
x;1637904885;50.0812;14.6082
x;1637904910;50.0818;14.6164
x;1637904915;50.0821;14.6069
x;1637904916;50.0822;14.6048
x;1637904917;50.0823;14.6087
x;1637904938;50.0828;14.6132
x;1637952089;50.0649;14.6191
x;1637952090;50.0649;14.6198
x;1637952178;50.0749;14.6171
x;1638388084;50.0716;14.6487
x;1638388085;50.0717;14.6481
x;1638388100;50.0732;14.6496
x;1638388101;50.0736;14.655
x;1638388115;50.0738;14.6545
x;1638388118;50.0741;14.6538
x;1638388129;50.0744;14.6527
x;1638388137;50.0748;14.6553
x;1638388138;50.075;14.651
x;1638388140;50.075;14.6543
x;1638388153;50.0753;14.6532
x;1638388158;50.0754;14.6557
x;1638388159;50.0756;14.6547
x;1638388160;50.0758;14.6514
x;1638388161;50.0759;14.6536
x;1638388179;50.076;14.6561
x;1638388180;50.0762;14.655
x;1638388184;50.0763;14.6496
x;1638388195;50.0764;14.6539
x;1638388197;50.0765;14.6466
x;1638388210;50.0767;14.6564
x;1638388212;50.0767;14.652
x;1638388215;50.0768;14.6446
x;1638388217;50.0768;14.6443
x;1638388221;50.0769;14.651
x;1638388224;50.077;14.6428
