WKT;osmid;y;x
x;358463698;50.0958;14.3725
x;358463717;50.0964;14.3743
x;358463839;50.0981;14.3738
x;358463840;50.0974;14.3741
x;358463852;50.0984;14.373
x;358464002;50.0988;14.3742
x;358464006;50.0988;14.3742
x;358464041;50.0989;14.3726
x;358464168;50.099;14.3753
x;358464219;50.0997;14.3755
x;358464237;50.0996;14.3742
x;358465574;50.0999;14.3754
x;358465575;50.0999;14.3753
x;358466739;50.0929;14.373
x;358500556;50.1298;14.3816
x;358500611;50.1286;14.3837
x;358500613;50.1269;14.3824
x;358832893;50.0331;14.5303
x;358832895;50.0333;14.5303
x;359220354;50.0714;14.3851
x;359220356;50.0709;14.3812
x;359224645;50.1194;14.4796
x;359232359;50.1486;14.5137
x;359255781;50.0794;14.2557
x;359255785;50.0782;14.2477
x;359256279;50.0849;14.2552
x;359272747;50.107;14.5634
x;359272750;50.1069;14.5621
x;359272759;50.107;14.5633
x;359272766;50.1073;14.5655
x;359279992;50.0835;14.3718
x;359297774;50.0801;14.3484
x;359298211;50.0784;14.3569
x;359537496;50.1013;14.4895
x;359674899;50.0536;14.5128
x;359674901;50.0529;14.513
x;359736573;50.0832;14.3719
x;359807585;50.0503;14.4416
x;359887569;50.077;14.4323
x;359902028;50.0694;14.4323
x;359909674;50.0702;14.4284
x;359933271;50.0713;14.4281
x;359933369;50.0716;14.428
x;359933371;50.0717;14.4285
x;359935702;50.0528;14.5124
x;359949142;50.0728;14.4281
x;359949151;50.0718;14.4279
x;359949152;50.0718;14.428
x;359954578;50.0331;14.483
x;360013262;50.066;14.5124
x;360013272;50.0671;14.5119
x;360013273;50.0671;14.5122
x;360013277;50.0669;14.5112
x;360013279;50.0667;14.514
x;360013283;50.0685;14.5089
x;360013340;50.0664;14.5143
x;360013343;50.0663;14.5141
x;360013346;50.0663;14.5138
x;360015736;50.0679;14.5109
x;360015782;50.0685;14.5098
x;360015785;50.0681;14.5098
x;360015786;50.0661;14.5143
x;360018487;50.0696;14.5062
x;360018488;50.0692;14.5062
x;360027970;50.0637;14.5059
x;360027971;50.0634;14.5056
x;360027973;50.0641;14.5048
x;360027975;50.0641;14.5047
x;360027980;50.0638;14.5046
x;360027995;50.0643;14.5046
x;360027999;50.0637;14.5048
x;360028018;50.0632;14.5061
x;360028027;50.0621;14.5103
x;360028038;50.0619;14.5143
x;360028039;50.0618;14.5136
x;360028045;50.0618;14.5169
x;360030893;50.0658;14.5013
x;360030895;50.0657;14.5011
x;360030958;50.0672;14.4951
x;360030972;50.0682;14.4983
x;360030976;50.0695;14.4939
x;360030980;50.0687;14.4944
x;360036860;50.1041;14.448
x;360036863;50.1038;14.4475
x;360036866;50.1032;14.4473
x;360036868;50.1038;14.4473
x;360038727;50.1114;14.4543
x;360038747;50.1063;14.4591
x;360039635;50.1073;14.3842
x;360039639;50.1009;14.415
x;360039753;50.0988;14.391
x;360039754;50.0987;14.3894
x;360039769;50.1025;14.3746
x;360044541;50.0951;14.3565
x;360044542;50.0954;14.3576
x;360063398;50.1296;14.4612
x;360063676;50.1285;14.4597
x;360070012;50.0699;14.472
x;360165726;50.0971;14.3978
x;360165743;50.0971;14.3985
x;360165759;50.0972;14.3985
x;360183637;50.1071;14.4043
x;360183673;50.1019;14.4071
x;360187307;50.109;14.396
x;360187317;50.1113;14.3955
x;360204134;50.0535;14.5123
x;360204138;50.0527;14.5154
x;360204144;50.0529;14.5132
x;360204149;50.0534;14.5094
x;360204157;50.0525;14.51
x;360204162;50.0526;14.5071
x;360204163;50.0524;14.5071
x;360204230;50.0537;14.5186
x;360204236;50.0535;14.5187
x;360204238;50.0535;14.5185
x;360204242;50.0534;14.5188
x;360204246;50.0532;14.5188
x;360204247;50.0541;14.5178
x;360204256;50.0541;14.5173
x;360204260;50.054;14.5171
x;360204261;50.0537;14.5169
x;360204265;50.054;14.5166
x;360204295;50.0294;14.5236
x;360207007;50.0993;14.4068
x;360208388;50.0284;14.523
x;360208418;50.0265;14.5282
x;360208430;50.0288;14.5285
x;360208438;50.0268;14.5242
x;360208447;50.0271;14.524
x;360208448;50.0264;14.5226
x;360208449;50.027;14.5241
x;360208452;50.0263;14.5227
x;360208458;50.0265;14.5252
x;360208480;50.0265;14.5255
x;360210203;50.099;14.3874
x;360212796;50.0594;14.4949
x;360212799;50.0597;14.4946
x;360212817;50.0599;14.497
x;360214846;50.0597;14.4951
x;360214850;50.0597;14.4949
x;360214852;50.0595;14.495
x;360214867;50.0562;14.5025
x;360214868;50.0563;14.5051
x;360216164;50.0575;14.4972
x;360216166;50.0574;14.4987
x;360216179;50.0609;14.5026
x;360217734;50.0909;14.3745
x;360217755;50.0913;14.3737
x;360218916;50.0596;14.5053
x;360218919;50.0594;14.5052
x;360219127;50.0574;14.5084
x;360219149;50.0579;14.5105
x;360225069;50.0542;14.5107
x;360225076;50.0547;14.5116
x;360225078;50.0543;14.512
x;360225080;50.0549;14.5117
x;360225083;50.0551;14.5121
x;360225085;50.0551;14.5127
x;360225086;50.055;14.5132
x;360225088;50.0549;14.5127
x;360225129;50.055;14.5131
x;360225163;50.056;14.5135
x;360225167;50.0577;14.51
x;360225224;50.0546;14.5066
x;360225226;50.0546;14.5068
x;360225228;50.0545;14.5067
x;360250913;50.1202;14.5743
x;360293713;50.1633;14.5144
x;360293726;50.1622;14.5149
x;360297017;50.1161;14.3855
x;360297027;50.1154;14.3841
x;360342700;50.0935;14.389
x;360342701;50.0934;14.3891
x;360351368;50.1126;14.3438
x;360351370;50.1125;14.3445
x;360351389;50.1131;14.3458
x;360354954;50.1091;14.4954
x;360354959;50.1089;14.4956
x;360366286;50.0554;14.455
x;360366374;50.0558;14.4535
x;360366426;50.055;14.4525
x;360366469;50.0566;14.451
x;360403030;50.0135;14.3932
x;360403036;50.0121;14.3917
x;360403038;50.0123;14.3917
x;360403052;50.0139;14.3903
x;360404357;50.0113;14.394
x;360430836;50.0233;14.5231
x;360437555;50.0899;14.3146
x;360439898;50.0833;14.3637
x;360455349;50.0092;14.3471
x;360551860;50.0205;14.4967
x;360638958;50.0805;14.3551
x;360638962;50.0797;14.3552
x;360638979;50.0796;14.3544
x;360643826;50.0841;14.3655
x;360691668;50.1568;14.39
x;360768334;50.0812;14.377
x;360768337;50.081;14.3799
x;360768342;50.0811;14.3791
x;360897038;50.0832;14.3485
x;360897081;50.0883;14.3506
x;360905961;50.0863;14.337
x;360906000;50.0888;14.335
x;360906034;50.0894;14.3292
x;360906071;50.088;14.3291
x;360921723;50.0926;14.3139
x;360921759;50.0925;14.3133
x;360921881;50.0897;14.3093
x;360921883;50.0897;14.3095
x;361192358;50.1183;14.3922
x;361192360;50.1225;14.3944
x;361192386;50.1297;14.398
x;361192391;50.1299;14.3991
x;361192395;50.131;14.3969
x;361192400;50.1311;14.398
x;361192404;50.1299;14.3951
x;361192407;50.1311;14.3957
x;361192412;50.1291;14.3972
x;361246125;50.0995;14.3761
x;361406892;50.1066;14.4388
x;361409602;50.0928;14.5154
x;361409603;50.0923;14.5157
x;361409624;50.0925;14.514
x;361409625;50.0923;14.5142
x;361409626;50.093;14.5166
x;361409628;50.092;14.5169
x;361409629;50.0928;14.5157
x;361409635;50.0919;14.5165
x;361409636;50.0927;14.5167
x;361409641;50.0925;14.5176
x;361409642;50.0913;14.5135
x;361409643;50.0912;14.5138
x;361409645;50.0906;14.5138
x;361416201;50.0927;14.5214
x;361416216;50.092;14.5204
x;361420021;50.0923;14.5357
x;361420025;50.0893;14.5371
x;361420026;50.0892;14.5371
x;361420029;50.089;14.5365
x;361420036;50.089;14.5366
x;361420037;50.0889;14.5366
x;361420038;50.0893;14.5366
x;361420047;50.089;14.5363
x;361420051;50.0887;14.5364
x;361420056;50.0882;14.5366
x;361420068;50.0879;14.5359
x;361422401;50.085;14.5365
x;361422402;50.0861;14.5364
x;361422403;50.0867;14.5364
x;361422412;50.0864;14.5336
x;361422415;50.0866;14.5358
x;361422418;50.0863;14.5354
x;361422419;50.0863;14.5351
x;361422421;50.0865;14.5343
x;361422423;50.0847;14.5341
x;361422424;50.0842;14.5342
x;361422430;50.0841;14.5333
x;361422431;50.0832;14.537
x;361422434;50.0835;14.5371
x;361422447;50.0834;14.5376
x;361422449;50.0842;14.5373
x;361422450;50.0845;14.5372
x;361422451;50.0842;14.537
x;361422453;50.0841;14.537
x;361422454;50.0845;14.537
x;361425325;50.0861;14.5317
x;361427084;50.0863;14.5385
x;361427101;50.0854;14.5377
x;361434260;50.0811;14.5198
x;361434288;50.0806;14.5377
x;361440309;50.0871;14.5368
x;361441107;50.0808;14.522
x;361441109;50.0787;14.5219
x;361441111;50.0811;14.5201
x;361441115;50.0787;14.5222
x;361441135;50.0786;14.5251
x;361441138;50.0827;14.535
x;361441142;50.0815;14.5349
x;361441144;50.0804;14.5349
x;361441151;50.0805;14.5336
x;361441155;50.0824;14.5344
x;361441157;50.0815;14.5344
x;361441159;50.0827;14.5354
x;361441164;50.0816;14.5352
x;361441171;50.0814;14.536
x;361441173;50.0814;14.5367
x;361441181;50.0794;14.5365
x;361441184;50.0794;14.5362
x;361441185;50.0784;14.5363
x;361442687;50.0774;14.533
x;361442688;50.0772;14.5327
x;361442689;50.0774;14.5348
x;361442691;50.0773;14.536
x;361442710;50.0756;14.5331
x;361442713;50.076;14.5377
x;361442717;50.0756;14.537
x;361442719;50.0751;14.537
x;361445574;50.0832;14.5428
x;361445578;50.0839;14.5429
x;361445579;50.0836;14.5429
x;361445583;50.0832;14.5447
x;361445590;50.0839;14.5425
x;361445596;50.0847;14.5407
x;361445599;50.084;14.5412
x;361445606;50.0848;14.5412
x;361445607;50.0832;14.5411
x;361445609;50.084;14.5406
x;361445617;50.0842;14.5425
x;361445620;50.0845;14.5412
x;361445623;50.084;14.5406
x;361445624;50.0844;14.5407
x;361457989;50.081;14.5382
x;361525711;50.1023;14.4691
x;361528474;50.1008;14.4749
x;361529411;50.1004;14.4736
x;361532067;50.0593;14.5346
x;361618810;50.06;14.5352
x;361618823;50.0594;14.534
x;361618826;50.0597;14.534
x;361618844;50.0603;14.5333
x;361637802;50.061;14.5362
x;361637806;50.061;14.5353
x;361637810;50.0607;14.5353
x;361637835;50.0619;14.5336
x;361637848;50.0614;14.5339
x;361652906;50.0576;14.58
x;361652910;50.0576;14.5802
x;361761752;50.0559;14.527
x;361761760;50.0555;14.5293
x;361761761;50.0558;14.5294
x;362729286;50.0834;14.5512
x;362748885;50.0801;14.5392
x;362748915;50.0787;14.5417
x;362748927;50.0787;14.5396
x;362748957;50.0802;14.5403
x;362748971;50.0791;14.5402
x;362748984;50.0787;14.5406
x;362748988;50.0791;14.5391
x;362750958;50.0776;14.5393
x;362750976;50.0769;14.5395
x;362768425;50.0805;14.5357
x;362768429;50.0805;14.5361
x;362912636;50.0816;14.5358
x;362912645;50.0824;14.5359
x;362912651;50.0816;14.5354
x;363435471;50.0994;14.5151
x;363435476;50.0995;14.5151
x;363435480;50.0994;14.5147
x;363455935;50.0996;14.4848
x;363455936;50.0995;14.4841
x;363455937;50.0996;14.4845
x;363455938;50.0997;14.4843
x;363456405;50.1005;14.4872
x;363456408;50.1005;14.4877
x;363473964;50.0997;14.4902
x;363473966;50.0995;14.4895
x;363473967;50.0995;14.4902
x;363473990;50.1008;14.4912
x;363473994;50.1005;14.4897
x;363494906;50.026;14.4593
x;363494916;50.0232;14.4614
x;363494922;50.0228;14.462
x;363494934;50.0235;14.462
x;363494940;50.0238;14.4626
x;363494947;50.0241;14.4633
x;363494964;50.0219;14.4631
x;363494974;50.0226;14.4641
x;363494976;50.0228;14.4653
x;363494982;50.023;14.4651
x;363494988;50.024;14.4632
x;363494994;50.0234;14.4642
x;363495000;50.0234;14.4644
x;363495004;50.0228;14.4647
x;363495020;50.0249;14.4614
x;363495026;50.0244;14.463
x;363502297;50.0318;14.4579
x;363502323;50.0308;14.4571
x;363502329;50.0313;14.4571
x;363502338;50.0313;14.4584
x;363502361;50.0304;14.4573
x;363529594;50.029;14.4572
x;363535467;50.0327;14.4566
x;363548785;50.0319;14.4572
x;363551806;50.0314;14.4577
x;363551831;50.0313;14.4567
x;363551835;50.0318;14.4569
x;363551836;50.0313;14.4569
x;363569436;50.0308;14.4583
x;363569442;50.0308;14.4586
x;363569459;50.0308;14.4579
x;363569465;50.0308;14.4572
x;363569471;50.0308;14.4569
x;363650525;50.0292;14.4604
x;363742678;50.0291;14.4606
x;363742682;50.0288;14.4606
x;363742691;50.0289;14.4609
x;363742696;50.0281;14.4598
x;363742702;50.0282;14.4609
x;363771640;50.0304;14.4564
x;363771658;50.0303;14.4563
x;363771799;50.0294;14.4586
x;363819955;50.035;14.4543
x;363819962;50.0343;14.455
x;363819968;50.0342;14.4552
x;363819974;50.0338;14.4548
x;363819985;50.0349;14.4549
x;363819991;50.0348;14.4549
x;363820009;50.0344;14.4554
x;363820021;50.0342;14.4553
x;363820029;50.0341;14.4555
x;363886678;50.0578;14.5609
x;363886687;50.0581;14.5615
x;363886697;50.0583;14.5612
x;363886758;50.0586;14.5611
x;363886761;50.0587;14.5614
x;363886763;50.0586;14.5615
x;363886771;50.0585;14.5612
x;363886796;50.0581;14.5617
x;363886798;50.0583;14.5615
x;363886839;50.058;14.5618
x;364046815;50.0545;14.5599
x;364046820;50.0544;14.5612
x;364049133;50.0564;14.5625
x;364049134;50.0568;14.5619
x;364049136;50.0569;14.5623
x;364052051;50.0746;14.5376
x;364052131;50.076;14.5332
x;364054076;50.0775;14.5319
x;364054082;50.0776;14.5327
x;364054086;50.0807;14.5328
x;364054107;50.0825;14.5327
x;364054112;50.0824;14.5341
x;364054116;50.0825;14.533
x;364054119;50.0816;14.533
x;364054124;50.0816;14.5334
x;364054128;50.0818;14.5334
x;364054138;50.0819;14.5341
x;364063152;50.0687;14.5407
x;364063154;50.0679;14.5407
x;364063156;50.0678;14.5386
x;364063157;50.0676;14.5407
x;364063159;50.0678;14.5383
x;364063189;50.0685;14.5407
x;364063225;50.0687;14.5395
x;364063241;50.0685;14.5404
x;364063250;50.0685;14.5398
x;364063288;50.0681;14.543
x;364063289;50.0678;14.5437
x;364063294;50.0675;14.5437
x;364064345;50.0673;14.5335
x;364064346;50.0671;14.5348
x;364064348;50.0671;14.5363
x;364065199;49.9562;14.4329
x;364065200;49.956;14.4332
x;364067256;50.0671;14.5365
x;364068135;50.0631;14.5383
x;364068141;50.063;14.5397
x;364068142;50.0674;14.5293
x;364068143;50.0649;14.5292
x;364068150;50.0643;14.5318
x;364068156;50.0632;14.5316
x;364069542;50.0642;14.5342
x;364071682;50.0696;14.5299
x;364071686;50.069;14.5323
x;364071687;50.0696;14.5342
x;364071691;50.0698;14.534
x;364071692;50.0705;14.5335
x;364071698;50.0707;14.5339
x;364071699;50.0696;14.5311
x;364071700;50.0693;14.5314
x;364083163;50.0703;14.5301
x;364083164;50.0705;14.5301
x;364083166;50.0705;14.5306
x;364083167;50.0704;14.5301
x;364083173;50.0702;14.5313
x;364083175;50.0714;14.5343
x;364083176;50.0635;14.5341
x;364083178;50.0635;14.5345
x;364083181;50.0635;14.5353
x;364083184;50.0635;14.536
x;364083185;50.0632;14.5353
x;364083187;50.0628;14.5347
x;364083191;50.0628;14.5324
x;364083192;50.0628;14.5321
x;364083201;50.0639;14.5317
x;364083202;50.0639;14.5309
x;364083208;50.0632;14.5309
x;364090170;50.0651;14.5292
x;364090174;50.0651;14.5296
x;364091115;50.0616;14.5277
x;364091116;50.0604;14.5276
x;364095692;50.0752;14.5305
x;364095694;50.0741;14.5322
x;364095696;50.073;14.5341
x;364095699;50.0751;14.5295
x;364095701;50.0731;14.531
x;364095707;50.0718;14.5231
x;364095710;50.0709;14.5237
x;364095713;50.0711;14.5244
x;364095718;50.0719;14.5234
x;364095722;50.071;14.524
x;364095724;50.0711;14.5248
x;364095727;50.0712;14.5251
x;364095730;50.0716;14.5264
x;364095733;50.0722;14.526
x;364095737;50.0718;14.5247
x;364095739;50.0713;14.5255
x;364095746;50.0719;14.5251
x;364095750;50.072;14.5254
x;364095752;50.0714;14.5258
x;364095755;50.0715;14.5261
x;364095756;50.0721;14.5257
x;364095759;50.0736;14.5306
x;364095761;50.0735;14.5302
x;364095765;50.0718;14.5272
x;364095772;50.075;14.5292
x;364095773;50.0746;14.5294
x;364095774;50.0732;14.5248
x;364095775;50.073;14.5239
x;364095776;50.0731;14.5238
x;364095777;50.0726;14.5253
x;364095778;50.0725;14.5218
x;364095781;50.0754;14.53
x;364096976;50.0589;14.527
x;364096985;50.0603;14.5289
x;364096988;50.0597;14.5275
x;364096995;50.0597;14.5284
x;364096996;50.057;14.5301
x;364096997;50.057;14.5307
x;364097000;50.0577;14.5275
x;364097001;50.0575;14.5289
x;364097002;50.0574;14.5296
x;364097003;50.0574;14.5301
x;364097004;50.0573;14.5302
x;364097007;50.0569;14.5311
x;364097008;50.0578;14.5302
x;364097009;50.0578;14.5311
x;364097010;50.0571;14.5295
x;364097013;50.0586;14.5292
x;364097014;50.0582;14.5292
x;364099607;50.0579;14.5267
x;364100642;50.0885;14.4935
x;364100648;50.088;14.4942
x;364101086;50.0888;14.4981
x;364101087;50.0905;14.4969
x;364101089;50.0906;14.4974
x;364102101;50.0972;14.5026
x;364102119;50.0978;14.5002
x;364104391;50.099;14.5161
x;364104393;50.0997;14.5186
x;364105463;50.0995;14.5128
x;364105466;50.0994;14.5119
x;364105470;50.0999;14.511
x;364105480;50.0996;14.5088
x;364108785;50.0868;14.4957
x;364108786;50.0867;14.4959
x;364108817;50.0856;14.4982
x;364110280;50.0693;14.5489
x;364110284;50.0695;14.5496
x;364287818;50.1107;14.4953
x;364295468;50.0799;14.374
x;364295482;50.0797;14.3766
x;364295487;50.08;14.3757
x;364295489;50.08;14.3762
x;364295534;50.0829;14.38
x;364438707;50.0884;14.3706
x;364438712;50.0884;14.3708
x;364475762;50.1239;14.4646
x;364475765;50.1238;14.4651
x;364475788;50.1241;14.4646
x;364475817;50.1255;14.4422
x;364475833;50.1256;14.4393
x;364475836;50.1259;14.4403
x;364476049;50.1218;14.4219
x;364476138;50.124;14.4165
x;364476198;50.1211;14.4145
x;364476215;50.1218;14.4147
x;364479802;50.1435;14.3718
x;364479812;50.1315;14.3842
x;364479835;50.1303;14.3929
x;364479839;50.1309;14.3926
x;364479842;50.1347;14.3918
x;364479849;50.1345;14.3895
x;364479853;50.1358;14.3872
x;364479854;50.1358;14.3874
x;364479867;50.1341;14.3896
x;364486340;50.1154;14.3686
x;364486350;50.1135;14.3684
x;364586304;50.0143;14.4523
x;364587426;50.0122;14.4541
x;364589336;50.0711;14.4503
x;364590703;50.0015;14.4671
x;364590705;50.0014;14.4664
x;364651127;50.047;14.4613
x;364651128;50.047;14.4617
x;364651129;50.0473;14.4617
x;364684927;50.1142;14.3671
x;364684935;50.1161;14.364
x;365204107;50.0831;14.4715
x;365204108;50.0827;14.4719
x;365204109;50.0828;14.4719
x;365204110;50.0831;14.4718
x;365204674;50.0788;14.4735
x;365263256;50.0228;14.5978
x;365263260;50.0213;14.6
x;365263263;50.02;14.6012
x;365263267;50.0199;14.6013
x;365263269;50.0193;14.5995
x;365267501;50.02;14.5861
x;365267508;50.0209;14.5819
x;365267509;50.0208;14.5832
x;365267510;50.0201;14.5811
x;365267511;50.0206;14.5816
x;365267512;50.0206;14.5831
x;365274339;50.0243;14.5761
x;365287236;50.0075;14.5683
x;365287239;50.0101;14.5674
x;365287240;50.0106;14.5673
x;365287244;50.0116;14.5636
x;365287251;50.0118;14.5675
x;365287273;50.0072;14.5569
x;365287275;50.008;14.5563
x;365287277;50.0082;14.5546
x;365287304;50.0083;14.5557
x;365287307;50.009;14.5555
x;365287317;50.0063;14.5567
x;365479090;50.0713;14.4691
x;365479091;50.0714;14.4565
x;365599697;50.1026;14.5724
x;365603740;50.0719;14.5713
x;365603752;50.0738;14.5719
x;365603754;50.0719;14.5726
x;365604006;50.0427;14.6139
x;365774115;50.071;14.4615
x;365904461;50.0698;14.4678
x;365904463;50.0699;14.4682
x;365904465;50.0699;14.4679
x;365904469;50.0711;14.4644
x;365904471;50.0709;14.4645
x;365904473;50.0707;14.4647
x;365904483;50.0704;14.464
x;365925743;50.0694;14.4669
x;365925749;50.0696;14.4676
x;365931820;50.0737;14.4689
x;365931822;50.0734;14.4687
x;365936720;50.0751;14.4683
x;365937836;50.0746;14.4643
x;365937839;50.075;14.4636
x;365937841;50.0751;14.4651
x;365963543;50.0951;14.5478
x;366072004;50.0994;14.4975
x;366072006;50.099;14.4973
x;366248572;50.0206;14.4592
x;366272426;50.0992;14.4941
x;366276074;50.0908;14.4861
x;366276083;50.0906;14.4854
x;366601840;50.1109;14.5893
x;366686965;50.0703;14.4517
x;366686998;50.07;14.4501
x;366690893;50.0686;14.4508
x;366690898;50.069;14.4514
x;366711552;50.0873;14.4813
x;366877989;50.0723;14.4717
x;366877994;50.0724;14.472
x;366896478;50.0818;14.6131
x;366896479;50.0808;14.6171
x;366896499;50.0798;14.6187
x;366905596;50.0627;14.6375
x;366905602;50.0626;14.6367
x;366905611;50.0621;14.6362
x;366907973;50.0656;14.6363
x;366907975;50.0676;14.6369
x;366907976;50.067;14.6367
x;366907982;50.0668;14.6374
x;366920772;50.0764;14.6466
x;366920784;50.0747;14.6454
x;366920885;50.0753;14.6458
x;366920902;50.0733;14.6517
x;366920906;50.0727;14.6512
x;366930020;50.061;14.636
x;366930044;50.062;14.6489
x;366930104;50.0601;14.6378
x;366930113;50.0595;14.6375
x;366930157;50.0586;14.6388
x;366930160;50.0585;14.6386
x;366930161;50.0586;14.6392
x;366930163;50.0587;14.6391
x;366930171;50.0584;14.6398
x;366937785;50.0556;14.6255
x;366938236;50.0623;14.6291
x;366938256;50.0625;14.6289
x;366940588;50.0645;14.6446
x;366973257;50.0696;14.5108
x;366984623;50.0576;14.5533
x;366984629;50.0568;14.5545
x;366984630;50.0583;14.5542
x;366984632;50.0587;14.5528
x;366984633;50.0589;14.552
x;366984635;50.0579;14.553
x;367086799;50.0931;14.4868
x;367086804;50.093;14.4863
x;367756271;50.0951;14.4905
x;367758195;50.1007;14.4881
x;367758207;50.1006;14.4871
x;367761364;50.1016;14.4839
x;367782226;50.1002;14.4895
x;367891980;50.1072;14.3313
x;368050223;50.0865;14.4918
x;368050227;50.0861;14.4903
x;368050230;50.0862;14.4918
x;368050234;50.086;14.4914
x;368050236;50.0858;14.4917
x;368050240;50.0863;14.4912
x;368050242;50.0866;14.491
x;368057450;50.0994;14.4925
x;368057458;50.0994;14.4919
x;368360430;50.0925;14.4955
x;368360435;50.0926;14.4955
x;368360440;50.0925;14.4958
x;368361574;50.0917;14.4952
x;368361576;50.0916;14.4957
x;368361815;50.0888;14.4913
x;368361816;50.0883;14.4915
x;368361818;50.088;14.4903
x;368738328;50.096;14.4873
x;368738353;50.0959;14.4879
x;368974370;50.0211;14.4785
x;368974377;50.0203;14.4749
x;368974453;50.0188;14.4799
x;368974471;50.0214;14.4827
x;368974497;50.0289;14.4876
x;368974522;50.0295;14.4781
x;368974533;50.0366;14.4766
x;368974566;50.035;14.4671
x;368974579;50.035;14.4641
x;368974594;50.0351;14.4605
x;368974607;50.0348;14.4589
x;368974616;50.0348;14.4568
x;368974659;50.0355;14.4694
x;369024003;50.0536;14.5567
x;369325707;50.0995;14.498
x;369514936;49.9908;14.6509
x;369603429;50.0409;14.5196
x;369771979;50.0874;14.4529
x;369774299;50.0853;14.4573
x;369811440;50.0944;14.3501
x;369811448;50.0917;14.3425
x;369811732;50.0924;14.3432
x;369821308;50.0764;14.333
x;369821421;50.0736;14.3215
x;369821463;50.0683;14.3221
x;369821496;50.0698;14.3218
x;369821505;50.0665;14.3224
x;369821526;50.0674;14.3249
x;369824847;50.0495;14.3117
x;369825021;50.0477;14.3103
x;369829215;50.0905;14.4397
x;369829521;50.0888;14.442
x;369830301;50.0895;14.4429
x;369844874;50.1309;14.3061
x;369845167;50.1186;14.2987
x;369847366;50.123;14.3157
x;369851892;50.1153;14.2965
x;369852030;50.1041;14.2991
x;369852032;50.1045;14.2985
x;369852046;50.1032;14.2949
x;369852052;50.1023;14.2964
x;369852058;50.1023;14.2952
x;369852063;50.1027;14.2958
x;369852070;50.104;14.2977
x;369852077;50.1052;14.2958
x;369852089;50.1034;14.2968
x;369852097;50.103;14.2975
x;369973062;50.0851;14.2942
x;369973066;50.0848;14.2952
x;369973070;50.0853;14.296
x;369976961;50.0724;14.2967
x;369976962;50.0733;14.2986
x;369976967;50.0743;14.2968
x;369976970;50.0713;14.3001
x;369976973;50.0578;14.2878
x;369976977;50.0526;14.2928
x;369976979;50.0527;14.293
x;369976981;50.0478;14.2959
x;369976986;50.0498;14.2937
x;369976990;50.0489;14.2963
x;369976994;50.0494;14.2982
x;369976995;50.0493;14.299
x;369976998;50.0494;14.2994
x;369982041;50.0857;14.3669
x;369987212;50.0981;14.4101
x;370004879;50.0766;14.3489
x;370004891;50.0698;14.3493
x;370004902;50.068;14.3499
x;370004910;50.067;14.3471
x;370004911;50.0684;14.3532
x;370004914;50.0683;14.3533
x;370004916;50.0674;14.3528
x;370004921;50.0665;14.3525
x;370004932;50.0644;14.3474
x;370004949;50.0617;14.344
x;370004987;50.0562;14.3444
x;370004992;50.0555;14.3451
x;370009601;50.0399;14.3496
x;370009605;50.0415;14.3503
x;370009606;50.0398;14.3487
x;370009618;50.0417;14.3523
x;370009622;50.0426;14.3516
x;370009629;50.0429;14.3518
x;370009647;50.0431;14.3516
x;370009649;50.0432;14.3518
x;370009651;50.0404;14.3528
x;370021988;50.0045;14.5638
x;370041189;50.1255;14.5717
x;370041192;50.1255;14.5719
x;370041207;50.1256;14.5719
x;370041212;50.1256;14.5716
x;370127095;49.9973;14.6519
x;370147126;50.0547;14.4834
x;370147149;50.0537;14.4814
x;370147196;50.0515;14.4879
x;370156766;50.0255;14.4797
x;370156772;50.0291;14.4807
x;370156774;50.0255;14.4791
x;370156789;50.0267;14.4851
x;370156827;50.0263;14.4877
x;370156849;50.0266;14.4869
x;370157224;50.0218;14.4787
x;370157230;50.0221;14.4769
x;370157238;50.023;14.479
x;370157265;50.0239;14.4825
x;370157271;50.0215;14.4814
x;370157285;50.0252;14.4829
x;370157448;50.0254;14.4797
x;370157453;50.0261;14.4733
x;370157724;50.0296;14.4742
x;370157729;50.0297;14.4759
x;370157773;50.0296;14.4775
x;370157781;50.0313;14.4729
x;370157794;50.0341;14.4697
x;370157833;50.0368;14.4691
x;370157850;50.0333;14.4745
x;370157863;50.026;14.4746
x;370157867;50.0236;14.4686
x;370157978;50.0278;14.4737
x;370157984;50.0277;14.4752
x;370157989;50.0276;14.4766
x;370157994;50.0211;14.4724
x;370158134;50.0241;14.4668
x;370158184;50.0301;14.4632
x;370158188;50.0308;14.4636
x;370158208;50.0302;14.4696
x;370158227;50.0359;14.4598
x;370199901;50.1321;14.3254
x;370199902;50.1342;14.3243
x;370199903;50.1338;14.324
x;370199919;50.1343;14.3264
x;370199920;50.1341;14.3255
x;370199922;50.1329;14.3261
x;370199924;50.1331;14.3271
x;370199925;50.1327;14.3251
x;370199953;50.1302;14.3164
x;370199969;50.1285;14.3143
x;370199975;50.1281;14.3106
x;370200013;50.1383;14.3192
x;370200015;50.1385;14.3262
x;370200026;50.1382;14.32
x;370200055;50.1406;14.3189
x;370200058;50.1385;14.3236
x;370200093;50.1307;14.2947
x;370203554;50.1339;14.4215
x;370203560;50.1346;14.423
x;370203594;50.1355;14.4231
x;370203597;50.1352;14.4224
x;370203614;50.1357;14.4206
x;370203621;50.137;14.4176
x;370203637;50.1357;14.4283
x;370203638;50.1355;14.428
x;370203655;50.1361;14.4254
x;370203656;50.1371;14.4256
x;370203657;50.1358;14.4238
x;370203658;50.1362;14.4239
x;370203659;50.1372;14.4241
